All Members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"December 6, 2024",,,,,,,,,,,,Last Increase,,52 Week Range,,Dividend Growth,,,,Trailing Total Returns,,,,,,,Performance,,Profitability,,,Financial Strength,,,Valuation,,,,

Symbol,Company,FV,Sector,No Years,Price,Div Yield,5Y Avg Yield,Current Div,Payouts/ Year,Annualized,Previous Div,Ex-Date,Pay-Date,Low,High,DGR 1Y,DGR 3Y,DGR 5Y,DGR 10Y,TTR 1Y,TTR 3Y,Fair Value,FV %,,Streak Basis,Chowder Number,EPS 1Y,Revenue 1Y,NPM,CF/Share,ROE,Current R,Debt/Capital,ROTC,P/E,P/BV,PEG,New Member,Industry
MTG,MGIC Investment Corporation,,Financials,5,25.7,2.02,2.30,0.13,4,0.52,0.115,8/8/2024,22/8/2024,17.42,26.56,14.46,22.25,51.26,,57.04,22.62,Above Fair Value,15,Blended,Ex-date,53,14.35,2.31,64.09,2.73,15.04,3.24,0.11,10.93,8.98,1.24,0.98,,Thrifts and Mortgage Finance

MTRN,Materion Corporation,,Materials,12,111.38,0.48,0.64,0.135,4,0.54,0.130,22/5/2024,7/6/2024,96.19,145.08,3.93,4.09,4.28,4.86,10.26,18.29,At Fair Value,0,Blended,Ex-date,5,-29.71,-0.59,4.45,3.46,8.23,3.15,0.38,5.32,31.37,2.51,0.85,,Metals and Mining

MUSA,Murphy USA Inc.,,Consumer Discretionary,5,537.67,0.36,0.37,0.48,4,1.92,0.450,4/11/2024,2/12/2024,350.55,561.08,15.44,19.82,,,44.81,44.07,Above Fair Value,19,Blended,Ex-date,,1.92,-6.59,2.80,42.01,60.93,0.81,0.74,15.16,20.07,12.03,0.60,,Specialty Retail

MWA,"Mueller Water Products, Inc.",,Industrials,10,25.26,1.06,1.77,0.067,4,0.27,0.064,8/11/2024,20/11/2024,13.49,26.28,4.92,5.19,4.81,13.85,73.95,14.56,Above Fair Value,15,Blended,Ex-date,6,35.91,3.06,8.82,1.54,15.24,3.33,0.38,10.62,29.20,4.19,2.26,,Machinery

NBHC,National Bank Holdings Corporation,,Financials,9,47.73,2.43,2.74,0.29,4,1.16,0.280,29/11/2024,13/12/2024,32.13,51.76,7.85,8.98,8.85,18.59,45.83,4.04,At Fair Value,0,Blended,Ex-date,11,-2.22,-0.56,30.81,4.03,10.08,0.03,0.00,,13.01,1.24,2.50,,Banks

NBTB,NBT Bancorp Inc.,,Financials,12,49.59,2.74,3.37,0.34,4,1.36,0.320,30/8/2024,13/9/2024,32.79,52.31,6.56,6.05,4.57,4.47,44.40,10.48,Above Fair Value,1,Blended,Ex-date,7,0.04,10.24,25.08,3.72,9.37,0.06,0.00,,15.44,1.38,20.00,,Banks

NC,"NACCO Industries, Inc.",,Energy,6,31.44,2.89,2.83,0.228,4,0.91,0.218,31/5/2024,17/6/2024,25.19,38.66,4.71,4.50,4.63,-1.31,-16.87,0.72,In the Margin of Safety,-2,Blended,Ex-date,8,0.00,1.12,-7.95,-1.55,-4.31,3.76,0.17,-6.17,-11.81,0.53,0.00,,"Oil, Gas and Consumable Fuels"

NDAQ,"Nasdaq, Inc.",,Financials,12,81.27,1.18,1.40,0.24,4,0.96,0.220,14/6/2024,28/6/2024,53.62,83.77,9.53,10.25,8.69,17.30,52.55,5.83,Above Fair Value,7,Blended,Ex-date,10,-24.96,16.97,13.67,2.91,10.89,0.96,0.49,6.34,43.30,3.79,4.50,,Capital Markets

NDSN,Nordson Corporation,,Industrials,61,254.58,1.23,0.96,0.78,4,3.12,0.680,27/8/2024,10/9/2024,222.18,279.38,7.23,18.85,14.55,14.02,18.97,4.42,At Fair Value,0,Blended,Ex-date,16,-5.62,2.78,17.75,10.91,17.41,2.37,0.37,10.74,30.25,5.02,3.68,,Machinery

NEE,"NextEra Energy, Inc.",,Utilities,30,76.2,2.70,2.32,0.515,4,2.06,0.468,26/2/2024,15/3/2024,53.95,86.10,10.13,10.18,10.62,11.01,52.11,5.10,In the Margin of Safety,-11,Blended,Ex-date,13,-10.64,-4.22,26.50,6.90,9.89,0.42,0.59,4.01,24.95,3.48,1.66,,Electric Utilities

NEP,"NextEra Energy Partners, LP",,Utilities,10,18.2,20.16,6.99,0.918,4,3.67,0.905,6/11/2024,14/11/2024,15.55,35.15,7.54,12.20,13.29,,5.60,-23.02,In the Margin of Safety,-56,Blended,Ex-date,33,0.00,33.99,17.40,7.45,-1.41,2.02,0.28,0.10,-17.10,0.76,0.00,,Independent Power and Renewable Electricity Producers

NEU,NewMarket Corporation,,Materials,11,542.34,1.84,2.21,2.5,4,10.00,2.250,14/3/2024,1/4/2024,494.04,650.00,12.07,7.73,6.40,8.29,23.40,20.37,Above Fair Value,5,Blended,Pay date,8,9.12,1.38,15.57,52.94,36.99,2.84,0.46,17.29,12.26,3.89,0.91,,Chemicals

NFG,National Fuel Gas Company,,Utilities,54,62.18,3.31,3.58,0.515,4,2.06,0.495,28/6/2024,15/7/2024,45.32,65.06,4.13,3.92,3.27,2.89,21.17,8.46,At Fair Value,0,Blended,Ex-date,7,-83.76,-10.54,3.99,11.62,2.67,0.33,0.50,8.19,71.78,1.94,-2.89,,Gas Utilities

NHC,National HealthCare Corporation,,Health Care,21,125.07,1.95,3.08,0.61,4,2.44,0.590,28/6/2024,1/8/2024,85.93,138.49,3.45,4.89,3.31,6.17,101.16,25.43,Above Fair Value,20,Blended,Ex-date excl. specials,5,176.79,10.74,10.16,7.83,13.24,1.80,0.19,3.71,15.56,1.98,1.39,,Healthcare Providers and Services

NI,NiSource Inc.,,Utilities,8,37.28,2.84,3.62,0.265,4,1.06,0.250,2/2/2024,20/2/2024,24.80,38.56,6.10,6.30,5.63,0.35,45.86,16.74,Above Fair Value,2,Blended,Ex-date,8,3.37,-8.62,14.64,3.71,8.76,0.47,0.57,3.88,20.74,1.94,3.35,,Multi-Utilities

NJR,New Jersey Resources Corporation,,Utilities,29,49.8,3.61,4.00,0.45,4,1.80,0.420,23/9/2024,1/10/2024,39.44,51.95,7.55,7.94,7.53,7.18,20.75,14.70,At Fair Value,0,Blended,Ex-date,11,7.69,-8.48,16.13,4.34,13.83,0.63,0.62,5.21,16.07,2.14,1.00,,Gas Utilities

NKE,"NIKE, Inc.",,Consumer Discretionary,23,78.58,2.04,1.23,0.4,4,1.60,0.370,2/12/2024,2/1/2025,70.76,123.40,8.83,10.40,10.96,11.92,-6.13,-14.20,In the Margin of Safety,-18,Blended,Ex-date,13,7.16,-2.83,10.60,5.23,37.98,2.36,0.47,15.23,23.74,8.91,1.07,,"Textiles, Apparel and Luxury Goods"

NNI,"Nelnet, Inc.",,Financials,10,107.85,1.04,1.17,0.28,4,1.12,0.260,30/11/2023,15/12/2023,82.22,127.32,7.70,8.38,9.24,10.85,28.33,13.95,At Fair Value,0,Blended,Ex-date,10,-9.48,3.61,9.10,15.27,2.72,7.37,0.74,,36.42,1.25,52.72,,Consumer Finance

NNN,"National Retail Properties, Inc.",,Real Estate,35,42.89,5.41,5.44,0.58,4,2.32,0.565,31/7/2024,15/8/2024,38.88,49.57,2.71,2.87,2.46,3.36,45.17,9.40,In the Margin of Safety,-3,Blended,Ex-date,8,1.34,6.99,45.64,3.51,9.28,2.93,0.51,3.98,22.40,2.09,2.48,,Equity Real Estate Investment Trusts (REITs)

NOC,Northrop Grumman Corporation,,Industrials,21,479.57,1.72,1.60,2.06,4,8.24,1.870,24/5/2024,12/6/2024,418.60,555.57,9.17,9.18,9.30,11.62,21.95,15.42,At Fair Value,0,Blended,Ex-date,11,-47.79,5.95,5.80,28.60,15.49,1.10,0.56,6.03,32.97,5.23,-16.63,,Aerospace and Defense

NPO,"EnPro Industries, Inc.",,Industrials,10,195.16,0.61,1.22,0.3,4,1.20,0.290,5/3/2024,20/3/2024,130.20,195.28,3.48,3.61,3.75,,34.94,24.24,Above Fair Value,22,Blended,Ex-date,4,0.00,-3.95,5.21,7.49,3.78,2.76,0.31,4.17,62.88,2.34,0.00,,Machinery

NRG,"NRG Energy, Inc.",,Utilities,5,101.28,1.61,3.08,0.408,4,1.63,0.378,31/1/2024,15/2/2024,47.22,103.14,7.93,7.87,67.88,11.90,143.14,35.25,Above Fair Value,15,Blended,Ex-date,69,0.00,-5.87,3.43,7.57,31.94,1.18,0.82,3.41,21.41,9.99,1.39,,Electric Utilities

NRIM,"Northrim BanCorp, Inc.",,Financials,15,86.03,2.88,4.43,0.62,4,2.48,0.610,5/9/2024,13/9/2024,43.92,91.72,6.09,18.41,15.26,13.47,87.79,24.19,Above Fair Value,3,Blended,Ex-date,18,22.37,12.71,23.07,1.06,13.46,0.10,0.00,,12.01,1.51,0.86,,Banks

NSA,National Storage Affiliates Trust,,Real Estate,9,42.95,5.31,4.70,0.57,4,2.28,0.560,13/12/2024,31/12/2024,34.50,49.44,0.91,14.56,12.56,,60.33,2.07,In the Margin of Safety,-2,Blended,Ex-date,18,59.88,-8.39,20.82,4.81,13.41,1.06,0.66,3.33,26.38,5.69,0.00,,Equity Real Estate Investment Trusts (REITs)

NSC,Norfolk Southern Corporation,,Industrials,7,264,2.05,2.13,1.35,4,5.40,1.240,2/2/2023,21/2/2023,206.71,277.60,2.08,10.43,9.32,9.55,29.20,3.49,At Fair Value,0,Blended,Ex-date,11,16.60,-1.21,19.85,16.70,18.31,0.74,0.57,9.28,23.28,4.08,36.46,,Road and Rail

NSP,"Insperity, Inc.",,Industrials,14,81.83,2.93,2.13,0.6,4,2.40,0.570,7/6/2024,21/6/2024,71.69,119.41,7.34,11.24,16.30,20.59,-7.70,-4.91,In the Margin of Safety,-11,Blended,Ex-date excl. specials,19,-36.95,2.39,1.83,-1.08,114.73,1.17,0.78,18.15,27.87,26.32,-7.88,,Professional Services

NTAP,"NetApp, Inc.",,Information Technology,10,128.79,1.62,2.82,0.52,4,2.08,0.500,5/7/2024,24/7/2024,83.62,135.45,1.01,1.36,3.76,12.63,66.26,14.09,Above Fair Value,24,Blended,Fiscal year ex-date,5,72.00,6.10,17.79,7.51,138.51,0.92,0.72,26.76,21.32,27.18,3.28,,"Technology Hardware, Storage and Peripherals"

NUE,Nucor Corporation,,Materials,51,145.57,1.48,1.98,0.54,4,2.16,0.510,28/12/2023,9/2/2024,133.42,203.00,5.89,10.07,6.19,3.86,-2.61,16.83,Above Fair Value,38,Blended,Ex-date excl. specials,8,-47.29,-12.23,8.06,19.74,13.23,2.60,0.25,7.99,14.42,1.73,1.19,,Metals and Mining

NVS,Novartis AG,,Health Care,5,102.52,3.65,3.72,3.74,1,3.74,3.499,7/3/2024,19/4/2024,92.35,120.92,6.89,5.35,5.71,3.09,17.15,16.63,In the Margin of Safety,-7,Blended,Ex-date,9,67.37,8.93,35.25,7.85,28.79,1.12,0.43,16.48,19.90,5.31,1.54,,Pharmaceuticals

NWE,NorthWestern Corporation,,Utilities,20,53.8,4.83,4.83,0.65,4,2.60,0.640,14/3/2024,29/3/2024,46.15,57.49,1.57,1.74,2.63,5.07,25.19,4.74,In the Margin of Safety,-1,Blended,Ex-date,7,24.07,0.34,15.15,6.63,8.16,0.46,0.52,3.73,15.47,1.25,-6.96,,Multi-Utilities

NWFL,Norwood Financial Corp.,,Financials,24,30.31,3.96,4.21,0.3,4,1.20,0.290,11/1/2024,1/2/2024,23.50,34.50,3.48,4.94,4.83,4.14,11.98,7.04,At Fair Value,0,Blended,Ex-date excl. specials,9,-45.24,-13.71,20.62,3.08,7.13,0.05,0.00,,17.29,1.14,-2.69,,Banks

NWN,Northwest Natural Holding Company,,Utilities,68,42.3,4.63,4.55,0.49,4,1.96,0.488,31/10/2024,15/11/2024,34.82,44.25,0.52,0.52,0.53,0.59,12.57,0.42,In the Margin of Safety,-3,Blended,Ex-date,5,-23.96,-6.51,6.90,5.22,6.10,0.73,0.58,3.75,19.77,1.21,-20.17,,Gas Utilities

NXPI,NXP Semiconductors N.V.,,Information Technology,5,216.99,1.87,1.61,1.014,4,4.06,0.845,14/3/2023,5/4/2023,201.58,296.08,4.35,25.29,29.24,,22.12,9.02,At Fair Value,0,Blended,Ex-date,31,-2.77,-1.83,20.99,13.79,29.56,2.35,0.52,11.70,23.12,6.62,0.47,,Semiconductors and Semiconductor Equipment

NXRT,"NexPoint Residential Trust, Inc.",,Real Estate,9,46.02,4.43,3.56,0.51,4,2.04,0.462,13/12/2024,31/12/2024,28.20,48.37,10.10,10.66,10.96,,43.86,-7.33,In the Margin of Safety,-4,Blended,Ex-date,15,56.44,-4.74,17.51,3.21,9.59,3.52,0.77,1.09,24.28,2.51,-1.43,,Equity Real Estate Investment Trusts (REITs)

NXST,"Nexstar Media Group, Inc.",,Communication Services,12,171.09,3.95,2.71,1.69,4,6.76,1.350,8/2/2024,23/2/2024,141.56,191.86,29.70,34.14,30.07,27.40,20.02,5.92,In the Margin of Safety,-29,Blended,Ex-date,34,45.75,2.12,11.38,30.91,24.07,1.68,0.76,7.74,9.45,2.35,0.39,,Media

NYT,The New York Times Company,,Communication Services,6,54.81,0.95,0.81,0.13,4,0.52,0.110,1/4/2024,18/4/2024,41.55,57.08,20.00,22.68,21.68,11.62,36.56,5.19,In the Margin of Safety,-4,Blended,Ex-date,23,45.21,5.01,11.16,2.41,15.99,1.35,0.00,12.38,32.73,4.94,1.90,,Media

O,Realty Income Corporation,,Real Estate,31,56.06,5.64,4.92,0.264,12,3.16,0.263,1/10/2024,15/10/2024,50.65,64.88,-6.20,0.34,1.09,2.67,33.84,4.20,In the Margin of Safety,-13,Blended,Ex-date,7,-20.21,28.86,17.54,4.08,2.52,2.29,0.41,2.36,60.39,1.45,-16.01,,Equity Real Estate Investment Trusts (REITs)

OBK,"Origin Bancorp, Inc.",,Financials,5,36.46,1.65,1.65,0.15,4,0.60,0.130,16/5/2022,31/5/2022,27.69,37.56,0.00,9.27,25.86,,13.54,-7.24,Above Fair Value,3,Blended,Ex-date,28,-24.82,-3.63,22.04,3.49,7.06,0.07,0.00,,13.19,0.88,11.28,,Banks

OC,Owens Corning,,Industrials,11,200.16,1.20,1.40,0.6,4,2.40,0.520,5/1/2024,19/1/2024,138.70,214.53,21.47,31.52,21.68,21.91,31.44,29.47,At Fair Value,0,Blended,Declaration date,23,-9.24,8.09,9.93,21.87,19.13,1.45,0.52,11.31,14.92,2.70,0.72,,Building Products

ODC,Oil-Dri Corporation of America,,Consumer Staples,21,68.74,1.80,2.78,0.31,4,1.24,0.145,9/8/2024,23/8/2024,56.82,87.32,4.43,3.97,4.00,4.37,13.73,28.89,Above Fair Value,2,Blended,Fiscal year ex-date,6,31.43,5.95,9.01,8.80,20.35,2.21,0.26,12.91,11.99,2.26,0.46,,Household Products

ODFL,"Old Dominion Freight Line, Inc.",,Industrials,8,202.97,0.51,0.39,0.26,4,1.04,0.200,5/3/2024,20/3/2024,165.49,233.26,30.67,37.75,35.66,,-2.41,12.08,At Fair Value,0,Blended,Ex-date,36,1.80,1.07,21.03,7.83,30.25,1.33,0.02,24.34,34.53,10.18,2.02,,Road and Rail

OFLX,"Omega Flex, Inc.",,Industrials,7,47.64,2.85,1.46,0.34,4,1.36,0.330,26/6/2024,10/7/2024,43.86,85.92,-17.29,-2.38,5.20,,-35.18,-28.43,In the Margin of Safety,-32,Blended,Ex-date excl. specials,8,-17.39,-9.88,17.72,2.29,22.77,5.39,0.07,16.33,27.66,6.15,53.74,,Machinery

OGE,OGE Energy Corp.,,Utilities,19,43.1,3.91,4.73,0.422,4,1.69,0.418,7/10/2024,25/10/2024,32.06,44.41,1.00,1.29,2.76,6.59,29.21,12.60,At Fair Value,0,Blended,Declaration date,7,-7.58,-1.00,13.90,4.96,8.47,0.87,0.54,4.34,21.22,1.79,-6.82,,Electric Utilities

OGS,"ONE Gas, Inc.",,Utilities,10,74.04,3.57,3.50,0.66,4,2.64,0.650,22/2/2024,8/3/2024,57.74,78.89,2.34,4.88,6.06,16.73,13.62,9.29,At Fair Value,0,Blended,Ex-date,10,-6.89,-20.34,10.52,7.13,7.94,0.50,0.55,4.08,19.42,1.48,8.24,,Gas Utilities

OLED,Universal Display Corporation,,Information Technology,8,156.75,1.02,0.71,0.4,4,1.60,0.350,14/3/2024,29/3/2024,148.75,237.00,14.82,27.38,33.91,,34.83,8.05,In the Margin of Safety,-14,Blended,Ex-date,35,15.62,9.64,36.98,5.39,16.04,7.19,0.02,10.40,42.07,6.28,3.37,,Semiconductors and Semiconductor Equipment

OMF,"OneMain Holdings, Inc.",,Financials,6,57.29,7.26,7.74,1.04,4,4.16,1.000,9/5/2024,17/5/2024,41.70,57.97,3.30,21.06,40.33,,28.52,3.57,Above Fair Value,17,Blended,Ex-date excl. specials,48,-15.19,-2.59,22.00,21.92,17.35,1164.19,0.81,,10.29,1.76,-2.59,,Consumer Finance

OPBK,OP Bancorp,,Financials,5,17.97,2.67,4.03,0.12,4,0.48,0.100,10/8/2022,25/8/2022,8.91,18.57,0.00,19.69,26.20,,43.16,11.31,Above Fair Value,41,Blended,Ex-date,29,-19.27,-6.67,27.01,1.66,10.97,0.09,0.00,,8.94,0.91,1.34,,Thrifts and Mortgage Finance

ORCL,Oracle Corporation,,Information Technology,15,186.24,0.86,1.46,0.4,4,1.60,0.320,10/4/2023,24/4/2023,99.26,196.04,11.12,12.63,13.23,12.80,63.07,26.97,Above Fair Value,38,Blended,Fiscal year ex-date,14,15.15,5.60,20.40,6.95,155.58,0.72,0.89,10.92,35.43,36.20,7.25,,Software

ORI,Old Republic International Corporation,,Financials,43,38.24,2.77,4.06,0.265,4,1.06,0.245,8/3/2024,21/3/2024,27.20,39.27,7.78,6.14,5.52,3.64,35.95,21.34,Above Fair Value,10,Blended,Ex-date excl. specials,8,10.87,6.63,11.49,4.37,15.19,0.28,0.24,9.91,10.00,1.40,1.06,,Insurance

ORRF,"Orrstown Financial Services, Inc.",,Financials,9,39.45,2.33,3.50,0.23,4,0.92,0.200,8/8/2024,15/8/2024,23.53,41.99,5.07,4.86,7.44,,76.55,19.22,Above Fair Value,5,Blended,Ex-date,10,-64.93,14.06,10.81,3.21,4.22,0.06,0.00,,28.20,1.35,-15.64,,Banks

OSK,Oshkosh Corporation,,Industrials,11,111.88,1.64,1.71,0.46,4,1.84,0.410,14/2/2024,29/2/2024,93.34,127.98,11.88,10.69,10.64,11.56,6.80,0.96,In the Margin of Safety,-25,Blended,Ex-date,12,29.77,12.82,6.41,3.65,17.77,1.47,0.28,12.88,9.67,1.59,2.13,,Machinery

OTTR,Otter Tail Corporation,,Utilities,11,78.52,2.38,2.82,0.468,4,1.87,0.438,14/2/2024,8/3/2024,73.43,100.85,6.67,6.12,5.85,4.33,5.16,14.43,In the Margin of Safety,-10,Blended,Ex-date,8,9.13,0.42,22.71,9.80,20.07,2.18,0.39,10.01,10.72,2.01,0.37,,Electric Utilities

OVLY,Oak Valley Bancorp,,Financials,11,31.51,1.43,1.76,0.225,2,0.45,0.160,26/1/2024,9/2/2024,22.91,32.06,40.63,15.78,10.76,10.56,7.70,16.61,At Fair Value,0,Blended,Ex-date,12,-28.24,-8.87,32.02,3.65,15.48,0.14,0.00,,8.80,1.19,0.60,,Banks

OVV,Ovintiv Inc.,,Energy,6,42.67,2.81,2.46,0.3,4,1.20,0.250,14/6/2023,30/6/2023,36.91,55.95,9.10,41.75,75.84,15.67,-17.27,7.75,At Fair Value,0,Blended,Ex-date,79,-24.53,-13.52,21.35,15.19,20.21,0.53,0.39,10.45,5.03,0.94,0.64,,"Oil, Gas and Consumable Fuels"

OZK,Bank OZK,,Financials,28,47.35,3.46,3.60,0.41,4,1.64,0.400,11/10/2024,18/10/2024,37.43,52.36,11.60,11.29,11.35,13.10,20.27,3.41,In the Margin of Safety,-13,Blended,Ex-date,15,6.51,9.33,48.62,7.78,13.52,0.10,0.00,,7.05,0.93,0.58,,Banks

PATK,"Patrick Industries, Inc.",,Industrials,5,136.25,1.76,2.02,0.6,4,2.40,0.367,25/11/2024,9/12/2024,82.74,148.35,22.23,25.24,,,93.59,22.24,Above Fair Value,29,Blended,Ex-date,,1.34,0.34,4.24,15.67,14.32,2.41,0.59,6.84,19.89,2.83,1.76,,Building Products

PAYX,"Paychex, Inc.",,Information Technology,14,142.4,2.75,2.74,0.98,4,3.92,0.890,9/5/2024,30/5/2024,114.72,150.71,11.31,13.47,9.65,10.10,20.01,9.07,At Fair Value,0,Blended,Adjusted ex-date,12,6.48,4.41,31.99,4.87,45.68,1.38,0.19,29.78,27.82,12.27,2.65,,IT Services

PB,"Prosperity Bancshares, Inc.",,Financials,26,82.17,2.82,3.32,0.58,4,2.32,0.560,13/12/2024,2/1/2025,57.16,86.76,1.82,4.56,6.44,8.85,36.73,3.85,At Fair Value,0,Blended,Ex-date,9,-6.04,3.40,38.71,7.47,6.19,0.08,0.00,,15.34,0.94,-91.28,,Banks

PCAR,PACCAR Inc,,Industrials,14,117.62,1.02,1.44,0.3,4,1.20,0.270,14/5/2024,5/6/2024,90.04,125.50,12.14,9.02,6.64,7.37,21.33,28.30,Above Fair Value,9,Blended,Ex-date,8,14.38,1.91,13.52,8.35,27.15,5.35,0.46,10.87,11.01,2.78,0.79,,Machinery

PCB,PCB Bancorp,,Financials,6,21.69,3.32,3.74,0.18,4,0.72,0.150,11/5/2023,19/5/2023,14.50,22.00,36.37,28.93,35.10,,28.43,2.16,At Fair Value,0,Blended,Ex-date,38,-26.74,-7.12,26.04,3.14,7.02,0.09,0.00,,11.08,0.92,37.19,,Banks

PEBK,"Peoples Bancorp of North Carolina, Inc.",,Financials,11,31.73,2.40,3.08,0.19,4,0.76,0.180,2/3/2023,15/3/2023,23.74,32.43,1.34,5.90,6.69,18.75,19.28,-0.63,At Fair Value,0,Blended,Ex-date excl. specials,9,2.33,3.47,20.30,3.95,13.33,0.08,0.00,,8.32,0.99,1.82,,Banks

PEBO,Peoples Bancorp Inc.,,Financials,9,35.02,4.57,5.62,0.4,4,1.60,0.390,3/5/2024,20/5/2024,26.74,37.08,2.60,3.63,4.31,10.36,25.13,3.64,At Fair Value,0,Blended,Ex-date,9,3.14,10.65,28.95,3.85,11.72,0.05,0.00,,8.50,0.93,1.41,,Banks

PEG,Public Service Enterprise Group Incorporated,,Utilities,13,91.52,2.62,3.46,0.6,4,2.40,0.570,7/3/2024,29/3/2024,56.85,95.22,5.34,5.48,4.97,4.90,62.17,17.56,Above Fair Value,19,Blended,Ex-date,8,-27.78,-11.40,19.49,4.97,13.01,0.69,0.58,4.59,21.90,2.77,3.07,,Multi-Utilities

PEP,"PepsiCo, Inc.",,Consumer Staples,52,160.49,3.38,2.87,1.355,4,5.42,1.265,7/6/2024,28/6/2024,155.85,183.41,8.49,7.70,6.84,7.93,3.49,7.15,In the Margin of Safety,-8,Blended,Ex-date,10,13.08,0.34,10.18,8.76,48.82,0.89,0.70,13.62,26.04,12.52,-5.13,,Beverages

PFC,Premier Financial Corp.,,Financials,12,27.81,4.46,5.18,0.31,4,1.24,0.300,9/2/2023,17/2/2023,18.63,29.63,0.82,7.80,10.88,16.26,46.24,-4.71,At Fair Value,0,Blended,Ex-date,15,-39.53,-21.62,28.76,2.72,7.30,0.04,0.00,,11.91,0.83,-2.81,,Thrifts and Mortgage Finance

PFE,Pfizer Inc.,,Health Care,14,25.7,6.54,4.41,0.42,4,1.68,0.410,25/1/2024,1/3/2024,24.48,31.54,2.46,2.52,3.30,5.06,-7.62,-8.52,In the Margin of Safety,-21,Blended,Ex-date,10,-59.35,-14.29,7.17,2.00,4.54,1.01,0.43,4.47,38.52,1.79,-1.65,,Pharmaceuticals

PFG,"Principal Financial Group, Inc.",,Financials,16,83.75,3.49,3.92,0.73,4,2.92,0.720,2/12/2024,18/12/2024,72.21,91.98,8.57,5.74,5.16,8.81,23.49,14.03,At Fair Value,0,Blended,Ex-date,9,0.00,-0.42,-1.47,17.43,-1.28,1.58,0.27,-1.08,-97.80,1.76,0.00,,Insurance

PFIS,Peoples Financial Services Corp.,,Financials,8,54.35,4.54,3.75,0.618,4,2.47,0.410,30/8/2024,13/9/2024,36.27,59.70,13.35,7.68,6.48,3.19,22.10,4.70,In the Margin of Safety,-12,Blended,Ex-date,11,-83.17,-9.50,6.28,5.08,1.52,0.08,0.00,,60.46,0.99,-2.27,,Banks

PG,The Procter & Gamble Company,,Consumer Staples,68,176.03,2.29,2.45,1.007,4,4.03,0.941,18/4/2024,15/5/2024,142.50,180.43,5.03,5.46,5.89,4.58,21.76,10.12,At Fair Value,0,Blended,Ex-date,8,-6.07,0.77,17.07,8.16,28.77,0.76,0.41,15.34,29.13,8.00,0.98,,Household Products

PH,Parker-Hannifin Corporation,,Industrials,68,694.71,0.94,1.50,1.63,4,6.52,1.480,9/5/2024,7/6/2024,431.98,712.43,10.68,17.65,13.66,12.66,64.18,33.21,Above Fair Value,30,Blended,Fiscal year ex-date,15,23.11,1.56,14.47,27.06,24.65,0.96,0.45,11.04,28.09,6.31,1.94,,Machinery

PHM,"PulteGroup, Inc.",,Consumer Discretionary,7,127.87,0.69,1.06,0.22,4,0.88,0.200,17/12/2024,3/1/2025,92.49,149.47,25.00,12.63,12.71,14.87,95.20,47.74,Above Fair Value,6,Blended,Ex-date,13,10.46,2.81,16.64,6.66,26.71,5.84,0.17,17.58,10.51,2.55,0.32,,Household Durables

PII,Polaris Inc.,,Consumer Discretionary,29,63.68,4.15,2.61,0.66,4,2.64,0.650,29/2/2024,15/3/2024,63.45,100.91,1.55,1.57,1.60,3.53,-17.56,-9.11,In the Margin of Safety,-17,Blended,Ex-date,6,-65.42,-14.46,2.61,10.80,15.20,1.22,0.64,6.27,23.17,3.47,-3.33,,Leisure Products

PINE,"Alpine Income Property Trust, Inc.",,Real Estate,5,17.83,6.28,5.80,0.28,4,1.12,0.275,12/9/2024,30/9/2024,14.33,19.42,0.46,4.62,,,18.93,6.13,In the Margin of Safety,-1,Blended,Ex-date,,-55.03,9.56,6.72,2.05,1.30,23.69,0.51,1.17,74.08,1.05,,,Equity Real Estate Investment Trusts (REITs)

PKBK,"Parke Bancorp, Inc.",,Financials,9,23.05,3.12,3.80,0.18,4,0.72,0.160,8/9/2022,23/9/2022,15.24,24.29,-25.00,-5.51,0.48,31.79,32.38,2.10,At Fair Value,0,Blended,Ex-date excl. specials,4,-8.10,-16.23,44.80,2.99,9.85,0.12,0.00,,8.85,0.84,-9.72,,Banks

PKG,Packaging Corporation of America,,Materials,13,244.34,2.05,3.09,1.25,4,5.00,1.000,14/6/2022,15/7/2022,159.57,250.82,0.00,7.73,9.62,12.07,44.13,20.01,Above Fair Value,30,Blended,Ex-date,12,-1.36,4.24,9.46,13.49,18.98,2.95,0.40,10.17,25.00,4.51,19.87,,Containers and Packaging

PLD,"Prologis, Inc.",,Real Estate,11,113.79,3.37,2.64,0.96,4,3.84,0.870,15/3/2024,29/3/2024,101.11,137.52,10.30,14.94,12.62,11.44,15.96,2.96,In the Margin of Safety,-3,Blended,Ex-date,16,2.02,0.82,37.43,5.03,5.67,0.63,0.37,2.25,37.99,2.21,11.38,,Equity Real Estate Investment Trusts (REITs)

PLOW,"Douglas Dynamics, Inc.",,Industrials,13,25.32,4.66,3.74,0.295,4,1.18,0.290,16/3/2023,31/3/2023,21.31,31.39,0.43,1.31,1.74,3.16,-4.33,-5.06,In the Margin of Safety,-16,Blended,Ex-date excl. specials,6,95.99,-5.82,9.90,1.89,22.24,2.15,0.53,5.39,11.71,2.45,15.43,,Machinery

